"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"30031","5","31212","77","0","2015","4","",11,148,155,154,743010,600135,11101,375,"",7.25,7.68,8.18,7.97,2.72,5.70,9.44,0.34,"",4,57.1,57,62.6,59,61.5,55,55.6,267819,56.4,236144,64.9,2851,34.6,-8,-2.1
"30039","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",28.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30041","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30047","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",8.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30049","5","31212","77","0","2015","4","",3,32,40,42,251700,140406,2569,510,"",4.43,2.47,3.09,3.25,1.33,1.89,4.73,0.45,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30053","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",11.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30063","5","31212","77","0","2015","4","",8,210,206,201,1569408,607743,10732,587,"",6.59,9.89,9.83,9.58,5.51,5.89,9.55,0.56,"",2,33.3,59,39.1,53,34.6,38,23.3,361697,29.9,172327,39.6,1975,22.6,-10,-1.7
"30067","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30081","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",9.48,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30083","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.72,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30085","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",13.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30093","5","31212","77","0","2015","4","",3,22,21,19,54748,54748,1070,204,"",9.48,3.82,3.67,3.31,0.69,1.96,3.73,0.19,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30105","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",12.12,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30109","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",87.99,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30111","5","31212","77","0","2015","4","",5,30,29,30,163545,80751,1429,424,"",3.15,1.01,0.99,1.01,0.35,0.64,0.93,0.35,"",0,0.0,-2,-6.2,1,3.6,1,3.4,20489,14.3,817,1.0,-296,-17.2,53,14.3
"31000","5","31212","57","0","2015","4","N",8,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31001","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.40,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31041","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",7.94,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31055","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31109","5","31212","77","0","2015","4","",4,61,64,63,274332,70653,1173,337,"",1.63,1.00,1.05,1.03,0.31,1.21,1.91,0.30,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31153","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32000","5","31212","57","0","2015","4","",7,45,45,42,356619,200063,4423,623,"",0.35,0.10,0.10,0.09,0.05,0.11,0.12,0.51,"",2,40.0,18,66.7,17,60.7,14,50.0,108765,43.9,61496,44.4,2335,111.8,-66,-9.6
"32003","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32007","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32029","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",19.00,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32031","5","31212","77","0","2015","4","",3,25,25,23,199663,131700,2647,631,"",0.84,0.33,0.33,0.30,0.16,0.44,0.47,0.50,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33000","5","31212","57","0","2015","4","",20,551,546,534,9093993,643286,4708,1287,"",1.57,2.36,2.35,2.27,1.99,1.84,1.69,0.86,"",5,33.3,93,20.3,88,19.2,73,15.8,895599,10.9,275796,75.0,480,11.4,-87,-6.3
"33003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33005","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.89,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33011","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",1.65,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33013","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33015","5","31212","77","0","2015","4","",8,232,238,230,2394481,452891,3470,789,"",2.98,4.37,4.52,4.31,2.36,4.91,4.69,0.54,"",1,14.3,70,43.2,79,49.7,63,37.7,757292,46.3,293145,183.5,1683,94.2,15,1.9
"33017","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.80,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34000","5","31212","57","0","2015","4","",22,447,435,449,9492484,1131414,24725,1646,"",0.33,0.31,0.30,0.31,0.31,0.21,0.20,0.99,"",4,22.2,-11,-2.4,-36,-7.6,-53,-10.6,-1751651,-15.6,395413,53.7,2961,13.6,-167,-9.2
"34007","5","31212","77","0","2015","4","",3,37,36,38,294777,123360,3415,613,"",1.00,0.51,0.50,0.52,0.22,0.44,0.50,0.43,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34021","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34023","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34025","5","31212","77","0","2015","4","",3,24,25,28,183496,124033,2688,550,"",0.60,0.26,0.27,0.30,0.11,0.36,0.34,0.38,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34027","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34029","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34035","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34037","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34999","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35000","5","31212","57","0","2015","4","",26,440,442,437,2763095,1428755,38790,483,"",1.83,1.49,1.51,1.49,0.64,1.69,1.95,0.42,"",5,23.8,101,29.8,115,35.2,96,28.2,1058907,62.1,464060,48.1,22333,135.7,92,23.5
"35001","5","31212","77","0","2015","4","",15,299,295,292,2049156,970086,26159,534,"",3.35,2.56,2.52,2.49,1.13,2.96,3.22,0.45,"",4,36.4,72,31.7,73,32.9,57,24.3,835987,68.9,326530,50.7,15758,151.5,125,30.6
"35013","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35028","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",9.48,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35039","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35041","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",9.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35043","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35047","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.65,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35049","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35057","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",12.57,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35999","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.63,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36000","5","31212","57","0","2015","4","",97,2430,2530,2522,40699162,2725019,103489,1255,"",0.61,0.73,0.76,0.75,0.52,0.68,0.71,0.69,"",25,34.7,424,21.1,515,25.6,579,29.8,13079513,47.4,909078,50.1,33501,47.9,186,17.4
"36001","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36005","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.65,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.19,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36013","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36015","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",6.03,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36021","5","31212","77","0","2015","4","",3,18,21,20,175825,53988,1133,688,"",5.98,2.25,2.68,2.54,1.58,6.33,4.10,0.63,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36023","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36029","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36031","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.22,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36033","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.41,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36045","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047","5","31212","77","0","2015","4","",4,47,49,47,646172,63149,2165,1043,"",0.27,0.19,0.20,0.19,0.17,0.19,0.19,0.86,"",0,0.0,15,46.9,17,53.1,17,56.7,232980,56.4,33065,109.9,1184,120.7,29,2.9
"36049","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.70,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36053","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",4.89,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36055","5","31212","77","0","2015","4","N",6,0,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36059","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36061","5","31212","77","0","2015","4","",6,185,189,195,1308066,293209,9772,531,"",0.19,0.21,0.22,0.22,0.04,0.26,0.23,0.18,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36063","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.64,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36065","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36067","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36069","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",6.33,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36071","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36077","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.05,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36081","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36083","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.42,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36087","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36089","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36091","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.36,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36097","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",18.31,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36101","5","31212","77","0","2015","4","",5,15,13,13,43065,27200,936,242,"",9.32,1.10,0.97,0.97,0.19,2.32,2.00,0.18,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36103","5","31212","77","0","2015","4","N",7,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36109","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",4.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36113","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36115","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.30,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36119","5","31212","77","0","2015","4","",3,55,61,66,484906,96181,3427,615,"",0.33,0.36,0.40,0.42,0.13,0.52,0.51,0.32,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36123","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",18.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36999","5","31212","77","0","2015","4","",4,11,11,11,168707,16921,355,1180,"",0.50,0.19,0.18,0.18,0.08,0.10,0.05,0.43,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37000","5","31212","57","0","2015","4","",112,2644,2626,2659,28702210,6542187,129980,835,"",1.68,1.73,1.72,1.72,1.16,1.65,1.69,0.68,"",30,36.6,748,39.5,719,37.7,738,38.4,7142977,33.1,2841526,76.8,65460,101.5,-34,-3.9
"37001","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37011","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37019","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37021","5","31212","77","0","2015","4","",15,415,417,408,3200181,1367269,30030,596,"",6.94,9.06,9.11,8.79,4.83,10.39,13.84,0.54,"",2,15.4,83,25.0,82,24.5,78,23.6,973329,43.7,328433,31.6,12852,74.8,81,15.7
"37023","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.51,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37025","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37027","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37035","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37045","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.98,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37063","5","31212","77","0","2015","4","",5,60,52,54,333768,175369,2855,464,"",2.51,0.86,0.74,0.76,0.22,1.26,1.10,0.28,"",2,66.7,16,36.4,10,23.8,11,25.6,98112,41.6,23820,15.7,-75,-2.6,42,10.0
"37067","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37071","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.93,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37081","5","31212","77","0","2015","4","N",6,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37085","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",4.64,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37087","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",8.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37089","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",4.13,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37097","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37099","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",7.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37101","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37107","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37113","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",6.99,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37119","5","31212","77","0","2015","4","",19,225,227,256,1798191,803492,14430,586,"",2.13,0.95,0.96,1.07,0.37,1.24,1.09,0.37,"",7,58.3,100,80.0,101,80.2,126,96.9,744302,70.6,394128,96.3,4908,51.5,-52,-8.2
"37125","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.17,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37129","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",2.62,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37135","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37147","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37157","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37171","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37173","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",9.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37175","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37183","5","31212","77","0","2015","4","",18,199,192,184,1217803,606439,11369,489,"",2.24,1.06,1.02,0.96,0.35,1.20,1.16,0.35,"",3,20.0,57,40.1,42,28.0,32,21.1,355002,41.1,171293,39.4,4915,76.2,41,9.2
"37189","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.38,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37193","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.15,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37999","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38000","5","31212","57","0","2015","4","",3,24,22,20,142286,89209,766,498,"",0.38,0.15,0.14,0.13,0.05,0.14,0.12,0.37,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38017","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39000","5","31212","57","0","2015","4","",67,2154,2179,2208,37433380,1529994,38139,1321,"",0.93,1.12,1.13,1.14,1.18,0.76,0.86,1.04,"",24,55.8,319,17.4,318,17.1,344,18.5,3927249,11.7,520831,51.6,15577,69.0,-70,-5.0
"39009","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",6.87,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
